time,module,action
32.4622,PROCEDURAL,RULE FIRED: reset_goal
32.4622,g,MODIFIED
32.4622,PROCEDURAL,CONFLICT RESOLUTION
32.4622,PROCEDURAL,RULE SELECTED: encode_letter
32.5122,PROCEDURAL,RULE FIRED: encode_letter
32.5122,g,MODIFIED
32.5122,g2,CLEARED
32.5122,PROCEDURAL,CONFLICT RESOLUTION
32.5122,PROCEDURAL,NO RULE FOUND
32.7122,g2,CREATED A CHUNK: image(img= O)
32.7122,PROCEDURAL,CONFLICT RESOLUTION
32.7122,PROCEDURAL,RULE SELECTED: ignore_non_A
32.7622,PROCEDURAL,RULE FIRED: ignore_non_A
32.7622,g,MODIFIED
32.7622,PROCEDURAL,CONFLICT RESOLUTION
32.7622,PROCEDURAL,RULE SELECTED: reset_goal
32.8122,PROCEDURAL,RULE FIRED: reset_goal
32.8122,g,MODIFIED
32.8122,PROCEDURAL,CONFLICT RESOLUTION
32.8122,PROCEDURAL,RULE SELECTED: encode_letter
32.8622,PROCEDURAL,RULE FIRED: encode_letter
32.8622,g,MODIFIED
32.8622,g2,CLEARED
32.8622,PROCEDURAL,CONFLICT RESOLUTION
32.8622,PROCEDURAL,NO RULE FOUND
33.0,PROCEDURAL,CONFLICT RESOLUTION
33.0,PROCEDURAL,NO RULE FOUND
33.008,visual,"AUTOMATIC BUFFERING: _visual(cmd= , color= , screen_pos= _visuallocation(color= , screen_x= 320, screen_y= 185, value= ), value=  )"
33.008,PROCEDURAL,CONFLICT RESOLUTION
33.008,PROCEDURAL,NO RULE FOUND
33.0622,g2,CREATED A CHUNK: image(img= O)
33.0622,PROCEDURAL,CONFLICT RESOLUTION
33.0622,PROCEDURAL,RULE SELECTED: ignore_non_A
33.1122,PROCEDURAL,RULE FIRED: ignore_non_A
33.1122,g,MODIFIED
33.1122,PROCEDURAL,CONFLICT RESOLUTION
33.1122,PROCEDURAL,RULE SELECTED: reset_goal
33.1622,PROCEDURAL,RULE FIRED: reset_goal
33.1622,g,MODIFIED
33.1622,PROCEDURAL,CONFLICT RESOLUTION
33.1622,PROCEDURAL,RULE SELECTED: encode_letter
33.2122,PROCEDURAL,RULE FIRED: encode_letter
33.2122,g,MODIFIED
33.2122,g2,CLEARED
33.2122,PROCEDURAL,CONFLICT RESOLUTION
33.2122,PROCEDURAL,NO RULE FOUND
33.4122,g2,CREATED A CHUNK: image(img=  )
33.4122,PROCEDURAL,CONFLICT RESOLUTION
33.4122,PROCEDURAL,RULE SELECTED: ignore_non_A
33.4622,PROCEDURAL,RULE FIRED: ignore_non_A
33.4622,g,MODIFIED
33.4622,PROCEDURAL,CONFLICT RESOLUTION
33.4622,PROCEDURAL,RULE SELECTED: reset_goal
33.5122,PROCEDURAL,RULE FIRED: reset_goal
33.5122,g,MODIFIED
33.5122,PROCEDURAL,CONFLICT RESOLUTION
33.5122,PROCEDURAL,RULE SELECTED: encode_letter
33.5622,PROCEDURAL,RULE FIRED: encode_letter
33.5622,g,MODIFIED
33.5622,g2,CLEARED
33.5622,PROCEDURAL,CONFLICT RESOLUTION
33.5622,PROCEDURAL,NO RULE FOUND
33.7622,g2,CREATED A CHUNK: image(img=  )
33.7622,PROCEDURAL,CONFLICT RESOLUTION
33.7622,PROCEDURAL,RULE SELECTED: ignore_non_A
33.8122,PROCEDURAL,RULE FIRED: ignore_non_A
33.8122,g,MODIFIED
33.8122,PROCEDURAL,CONFLICT RESOLUTION
33.8122,PROCEDURAL,RULE SELECTED: reset_goal
33.8622,PROCEDURAL,RULE FIRED: reset_goal
33.8622,g,MODIFIED
33.8622,PROCEDURAL,CONFLICT RESOLUTION
33.8622,PROCEDURAL,RULE SELECTED: encode_letter
33.9122,PROCEDURAL,RULE FIRED: encode_letter
33.9122,g,MODIFIED
33.9122,g2,CLEARED
33.9122,PROCEDURAL,CONFLICT RESOLUTION
33.9122,PROCEDURAL,NO RULE FOUND
34.0,PROCEDURAL,CONFLICT RESOLUTION
34.0,PROCEDURAL,NO RULE FOUND
34.006,visual,"AUTOMATIC BUFFERING: _visual(cmd= , color= , screen_pos= _visuallocation(color= , screen_x= 320, screen_y= 185, value= ), value= A)"
34.006,PROCEDURAL,CONFLICT RESOLUTION
34.006,PROCEDURAL,NO RULE FOUND
34.1122,g2,CREATED A CHUNK: image(img=  )
34.1122,PROCEDURAL,CONFLICT RESOLUTION
34.1122,PROCEDURAL,RULE SELECTED: ignore_non_A
34.1622,PROCEDURAL,RULE FIRED: ignore_non_A
34.1622,g,MODIFIED
34.1622,PROCEDURAL,CONFLICT RESOLUTION
34.1622,PROCEDURAL,RULE SELECTED: reset_goal
34.2122,PROCEDURAL,RULE FIRED: reset_goal
34.2122,g,MODIFIED
34.2122,PROCEDURAL,CONFLICT RESOLUTION
34.2122,PROCEDURAL,RULE SELECTED: encode_letter
34.2622,PROCEDURAL,RULE FIRED: encode_letter
34.2622,g,MODIFIED
34.2622,g2,CLEARED
34.2622,PROCEDURAL,CONFLICT RESOLUTION
34.2622,PROCEDURAL,NO RULE FOUND
34.4622,g2,CREATED A CHUNK: image(img= A)
34.4622,PROCEDURAL,CONFLICT RESOLUTION
34.4622,PROCEDURAL,RULE SELECTED: respond_to_A
34.5122,PROCEDURAL,RULE FIRED: respond_to_A
34.5122,g,MODIFIED
34.5122,manual,COMMAND: press_key
34.5122,manual,PREPARATION COMPLETE
34.5122,PROCEDURAL,CONFLICT RESOLUTION
34.5122,PROCEDURAL,RULE SELECTED: reset_goal
34.5622,manual,INITIATION COMPLETE
34.5622,PROCEDURAL,RULE FIRED: reset_goal
34.5622,g,MODIFIED
34.5622,PROCEDURAL,CONFLICT RESOLUTION
34.5622,PROCEDURAL,RULE SELECTED: encode_letter
34.6122,PROCEDURAL,RULE FIRED: encode_letter
34.6122,g,MODIFIED
34.6122,g2,CLEARED
34.6122,PROCEDURAL,CONFLICT RESOLUTION
34.6122,PROCEDURAL,NO RULE FOUND
34.6622,manual,KEY PRESSED: 1
34.6622,PROCEDURAL,CONFLICT RESOLUTION
34.6622,PROCEDURAL,NO RULE FOUND
34.8122,manual,MOVEMENT FINISHED
34.8122,g2,CREATED A CHUNK: image(img= A)
34.8122,PROCEDURAL,CONFLICT RESOLUTION
34.8122,PROCEDURAL,RULE SELECTED: respond_to_A
34.8622,PROCEDURAL,RULE FIRED: respond_to_A
34.8622,g,MODIFIED
34.8622,manual,COMMAND: press_key
34.8622,manual,PREPARATION COMPLETE
34.8622,PROCEDURAL,CONFLICT RESOLUTION
34.8622,PROCEDURAL,RULE SELECTED: reset_goal
34.9122,manual,INITIATION COMPLETE
34.9122,PROCEDURAL,RULE FIRED: reset_goal
34.9122,g,MODIFIED
34.9122,PROCEDURAL,CONFLICT RESOLUTION
34.9122,PROCEDURAL,RULE SELECTED: encode_letter
34.9622,PROCEDURAL,RULE FIRED: encode_letter
34.9622,g,MODIFIED
34.9622,g2,CLEARED
34.9622,PROCEDURAL,CONFLICT RESOLUTION
34.9622,PROCEDURAL,NO RULE FOUND
35.0,PROCEDURAL,CONFLICT RESOLUTION
35.0,PROCEDURAL,NO RULE FOUND
35.0122,manual,KEY PRESSED: 1
35.0122,PROCEDURAL,CONFLICT RESOLUTION
35.0122,PROCEDURAL,NO RULE FOUND
35.0212,visual,"AUTOMATIC BUFFERING: _visual(cmd= , color= , screen_pos= _visuallocation(color= , screen_x= 320, screen_y= 185, value= ), value=  )"
35.0212,PROCEDURAL,CONFLICT RESOLUTION
35.0212,PROCEDURAL,NO RULE FOUND
35.1622,manual,MOVEMENT FINISHED
35.1622,g2,CREATED A CHUNK: image(img= A)
35.1622,PROCEDURAL,CONFLICT RESOLUTION
35.1622,PROCEDURAL,RULE SELECTED: respond_to_A
35.2122,PROCEDURAL,RULE FIRED: respond_to_A
35.2122,g,MODIFIED
35.2122,manual,COMMAND: press_key
35.2122,manual,PREPARATION COMPLETE
35.2122,PROCEDURAL,CONFLICT RESOLUTION
35.2122,PROCEDURAL,RULE SELECTED: reset_goal
35.2622,manual,INITIATION COMPLETE
35.2622,PROCEDURAL,RULE FIRED: reset_goal
35.2622,g,MODIFIED
35.2622,PROCEDURAL,CONFLICT RESOLUTION
35.2622,PROCEDURAL,RULE SELECTED: encode_letter
35.3122,PROCEDURAL,RULE FIRED: encode_letter
35.3122,g,MODIFIED
35.3122,g2,CLEARED
35.3122,PROCEDURAL,CONFLICT RESOLUTION
35.3122,PROCEDURAL,NO RULE FOUND
35.3622,manual,KEY PRESSED: 1
35.3622,PROCEDURAL,CONFLICT RESOLUTION
35.3622,PROCEDURAL,NO RULE FOUND
35.5122,manual,MOVEMENT FINISHED
35.5122,g2,CREATED A CHUNK: image(img=  )
35.5122,PROCEDURAL,CONFLICT RESOLUTION
35.5122,PROCEDURAL,RULE SELECTED: ignore_non_A
35.5622,PROCEDURAL,RULE FIRED: ignore_non_A
35.5622,g,MODIFIED
35.5622,PROCEDURAL,CONFLICT RESOLUTION
35.5622,PROCEDURAL,RULE SELECTED: reset_goal
35.6122,PROCEDURAL,RULE FIRED: reset_goal
35.6122,g,MODIFIED
35.6122,PROCEDURAL,CONFLICT RESOLUTION
35.6122,PROCEDURAL,RULE SELECTED: encode_letter
35.6622,PROCEDURAL,RULE FIRED: encode_letter
35.6622,g,MODIFIED
35.6622,g2,CLEARED
35.6622,PROCEDURAL,CONFLICT RESOLUTION
35.6622,PROCEDURAL,NO RULE FOUND
35.8622,g2,CREATED A CHUNK: image(img=  )
35.8622,PROCEDURAL,CONFLICT RESOLUTION
35.8622,PROCEDURAL,RULE SELECTED: ignore_non_A
35.9122,PROCEDURAL,RULE FIRED: ignore_non_A
35.9122,g,MODIFIED
35.9122,PROCEDURAL,CONFLICT RESOLUTION
35.9122,PROCEDURAL,RULE SELECTED: reset_goal
35.9622,PROCEDURAL,RULE FIRED: reset_goal
35.9622,g,MODIFIED
35.9622,PROCEDURAL,CONFLICT RESOLUTION
35.9622,PROCEDURAL,RULE SELECTED: encode_letter
36.0079,visual,"AUTOMATIC BUFFERING: _visual(cmd= , color= , screen_pos= _visuallocation(color= , screen_x= 320, screen_y= 185, value= ), value= A)"
36.0122,PROCEDURAL,RULE FIRED: encode_letter
36.0122,g,MODIFIED
36.0122,g2,CLEARED
36.0122,PROCEDURAL,CONFLICT RESOLUTION
36.0122,PROCEDURAL,NO RULE FOUND
36.2122,g2,CREATED A CHUNK: image(img= A)
36.2122,PROCEDURAL,CONFLICT RESOLUTION
36.2122,PROCEDURAL,RULE SELECTED: respond_to_A
36.2622,PROCEDURAL,RULE FIRED: respond_to_A
36.2622,g,MODIFIED
36.2622,manual,COMMAND: press_key
36.2622,manual,PREPARATION COMPLETE
36.2622,PROCEDURAL,CONFLICT RESOLUTION
36.2622,PROCEDURAL,RULE SELECTED: reset_goal
36.3122,manual,INITIATION COMPLETE
36.3122,PROCEDURAL,RULE FIRED: reset_goal
36.3122,g,MODIFIED
36.3122,PROCEDURAL,CONFLICT RESOLUTION
36.3122,PROCEDURAL,RULE SELECTED: encode_letter
36.3622,PROCEDURAL,RULE FIRED: encode_letter
36.3622,g,MODIFIED
36.3622,g2,CLEARED
36.3622,PROCEDURAL,CONFLICT RESOLUTION
36.3622,PROCEDURAL,NO RULE FOUND
36.4122,manual,KEY PRESSED: 1
36.4122,PROCEDURAL,CONFLICT RESOLUTION
36.4122,PROCEDURAL,NO RULE FOUND
36.5622,manual,MOVEMENT FINISHED
36.5622,g2,CREATED A CHUNK: image(img= A)
36.5622,PROCEDURAL,CONFLICT RESOLUTION
36.5622,PROCEDURAL,RULE SELECTED: respond_to_A
36.6122,PROCEDURAL,RULE FIRED: respond_to_A
36.6122,g,MODIFIED
36.6122,manual,COMMAND: press_key
36.6122,manual,PREPARATION COMPLETE
36.6122,PROCEDURAL,CONFLICT RESOLUTION
36.6122,PROCEDURAL,RULE SELECTED: reset_goal
36.6622,manual,INITIATION COMPLETE
36.6622,PROCEDURAL,RULE FIRED: reset_goal
36.6622,g,MODIFIED
36.6622,PROCEDURAL,CONFLICT RESOLUTION
36.6622,PROCEDURAL,RULE SELECTED: encode_letter
36.7122,PROCEDURAL,RULE FIRED: encode_letter
36.7122,g,MODIFIED
36.7122,g2,CLEARED
36.7122,PROCEDURAL,CONFLICT RESOLUTION
36.7122,PROCEDURAL,NO RULE FOUND
36.7622,manual,KEY PRESSED: 1
36.7622,PROCEDURAL,CONFLICT RESOLUTION
36.7622,PROCEDURAL,NO RULE FOUND
36.9122,manual,MOVEMENT FINISHED
36.9122,g2,CREATED A CHUNK: image(img= A)
36.9122,PROCEDURAL,CONFLICT RESOLUTION
36.9122,PROCEDURAL,RULE SELECTED: respond_to_A
36.9622,PROCEDURAL,RULE FIRED: respond_to_A
36.9622,g,MODIFIED
36.9622,manual,COMMAND: press_key
36.9622,manual,PREPARATION COMPLETE
36.9622,PROCEDURAL,CONFLICT RESOLUTION
36.9622,PROCEDURAL,RULE SELECTED: reset_goal
37.0122,manual,INITIATION COMPLETE
37.0122,PROCEDURAL,RULE FIRED: reset_goal
37.0122,g,MODIFIED
37.0122,PROCEDURAL,CONFLICT RESOLUTION
37.0122,PROCEDURAL,RULE SELECTED: encode_letter
37.016,visual,"AUTOMATIC BUFFERING: _visual(cmd= , color= , screen_pos= _visuallocation(color= , screen_x= 320, screen_y= 185, value= ), value=  )"
37.0622,PROCEDURAL,RULE FIRED: encode_letter
37.0622,g,MODIFIED
37.0622,g2,CLEARED
37.0622,PROCEDURAL,CONFLICT RESOLUTION
37.0622,PROCEDURAL,NO RULE FOUND
37.1122,manual,KEY PRESSED: 1
37.1122,PROCEDURAL,CONFLICT RESOLUTION
37.1122,PROCEDURAL,NO RULE FOUND
37.2622,manual,MOVEMENT FINISHED
37.2622,g2,CREATED A CHUNK: image(img=  )
37.2622,PROCEDURAL,CONFLICT RESOLUTION
37.2622,PROCEDURAL,RULE SELECTED: ignore_non_A
37.3122,PROCEDURAL,RULE FIRED: ignore_non_A
37.3122,g,MODIFIED
37.3122,PROCEDURAL,CONFLICT RESOLUTION
37.3122,PROCEDURAL,RULE SELECTED: reset_goal
37.3622,PROCEDURAL,RULE FIRED: reset_goal
37.3622,g,MODIFIED
37.3622,PROCEDURAL,CONFLICT RESOLUTION
37.3622,PROCEDURAL,RULE SELECTED: encode_letter
37.4122,PROCEDURAL,RULE FIRED: encode_letter
37.4122,g,MODIFIED
37.4122,g2,CLEARED
37.4122,PROCEDURAL,CONFLICT RESOLUTION
37.4122,PROCEDURAL,NO RULE FOUND
37.6122,g2,CREATED A CHUNK: image(img=  )
37.6122,PROCEDURAL,CONFLICT RESOLUTION
37.6122,PROCEDURAL,RULE SELECTED: ignore_non_A
37.6622,PROCEDURAL,RULE FIRED: ignore_non_A
37.6622,g,MODIFIED
37.6622,PROCEDURAL,CONFLICT RESOLUTION
37.6622,PROCEDURAL,RULE SELECTED: reset_goal
37.7122,PROCEDURAL,RULE FIRED: reset_goal
37.7122,g,MODIFIED
37.7122,PROCEDURAL,CONFLICT RESOLUTION
37.7122,PROCEDURAL,RULE SELECTED: encode_letter
37.7622,PROCEDURAL,RULE FIRED: encode_letter
37.7622,g,MODIFIED
37.7622,g2,CLEARED
37.7622,PROCEDURAL,CONFLICT RESOLUTION
37.7622,PROCEDURAL,NO RULE FOUND
37.9622,g2,CREATED A CHUNK: image(img=  )
37.9622,PROCEDURAL,CONFLICT RESOLUTION
37.9622,PROCEDURAL,RULE SELECTED: ignore_non_A
38.0075,visual,"AUTOMATIC BUFFERING: _visual(cmd= , color= , screen_pos= _visuallocation(color= , screen_x= 320, screen_y= 185, value= ), value= A)"
38.0122,PROCEDURAL,RULE FIRED: ignore_non_A
38.0122,g,MODIFIED
38.0122,PROCEDURAL,CONFLICT RESOLUTION
38.0122,PROCEDURAL,RULE SELECTED: reset_goal
38.0622,PROCEDURAL,RULE FIRED: reset_goal
38.0622,g,MODIFIED
38.0622,PROCEDURAL,CONFLICT RESOLUTION
38.0622,PROCEDURAL,RULE SELECTED: encode_letter
38.1122,PROCEDURAL,RULE FIRED: encode_letter
38.1122,g,MODIFIED
38.1122,g2,CLEARED
38.1122,PROCEDURAL,CONFLICT RESOLUTION
38.1122,PROCEDURAL,NO RULE FOUND
38.3122,g2,CREATED A CHUNK: image(img= A)
38.3122,PROCEDURAL,CONFLICT RESOLUTION
38.3122,PROCEDURAL,RULE SELECTED: respond_to_A
38.3622,PROCEDURAL,RULE FIRED: respond_to_A
38.3622,g,MODIFIED
38.3622,manual,COMMAND: press_key
38.3622,manual,PREPARATION COMPLETE
38.3622,PROCEDURAL,CONFLICT RESOLUTION
38.3622,PROCEDURAL,RULE SELECTED: reset_goal
38.4122,manual,INITIATION COMPLETE
38.4122,PROCEDURAL,RULE FIRED: reset_goal
38.4122,g,MODIFIED
38.4122,PROCEDURAL,CONFLICT RESOLUTION
38.4122,PROCEDURAL,RULE SELECTED: encode_letter
38.4622,PROCEDURAL,RULE FIRED: encode_letter
38.4622,g,MODIFIED
38.4622,g2,CLEARED
38.4622,PROCEDURAL,CONFLICT RESOLUTION
38.4622,PROCEDURAL,NO RULE FOUND
38.5122,manual,KEY PRESSED: 1
38.5122,PROCEDURAL,CONFLICT RESOLUTION
38.5122,PROCEDURAL,NO RULE FOUND
38.6622,manual,MOVEMENT FINISHED
38.6622,g2,CREATED A CHUNK: image(img= A)
38.6622,PROCEDURAL,CONFLICT RESOLUTION
38.6622,PROCEDURAL,RULE SELECTED: respond_to_A
38.7122,PROCEDURAL,RULE FIRED: respond_to_A
38.7122,g,MODIFIED
38.7122,manual,COMMAND: press_key
38.7122,manual,PREPARATION COMPLETE
38.7122,PROCEDURAL,CONFLICT RESOLUTION
38.7122,PROCEDURAL,RULE SELECTED: reset_goal
38.7622,manual,INITIATION COMPLETE
38.7622,PROCEDURAL,RULE FIRED: reset_goal
38.7622,g,MODIFIED
38.7622,PROCEDURAL,CONFLICT RESOLUTION
38.7622,PROCEDURAL,RULE SELECTED: encode_letter
38.8122,PROCEDURAL,RULE FIRED: encode_letter
38.8122,g,MODIFIED
38.8122,g2,CLEARED
38.8122,PROCEDURAL,CONFLICT RESOLUTION
38.8122,PROCEDURAL,NO RULE FOUND
38.8622,manual,KEY PRESSED: 1
38.8622,PROCEDURAL,CONFLICT RESOLUTION
38.8622,PROCEDURAL,NO RULE FOUND
39.0,PROCEDURAL,CONFLICT RESOLUTION
39.0,PROCEDURAL,NO RULE FOUND
39.01,visual,"AUTOMATIC BUFFERING: _visual(cmd= , color= , screen_pos= _visuallocation(color= , screen_x= 320, screen_y= 185, value= ), value=  )"
39.01,PROCEDURAL,CONFLICT RESOLUTION
39.01,PROCEDURAL,NO RULE FOUND
39.0122,manual,MOVEMENT FINISHED
39.0122,g2,CREATED A CHUNK: image(img= A)
39.0122,PROCEDURAL,CONFLICT RESOLUTION
39.0122,PROCEDURAL,RULE SELECTED: respond_to_A
39.0622,PROCEDURAL,RULE FIRED: respond_to_A
39.0622,g,MODIFIED
39.0622,manual,COMMAND: press_key
39.0622,manual,PREPARATION COMPLETE
39.0622,PROCEDURAL,CONFLICT RESOLUTION
39.0622,PROCEDURAL,RULE SELECTED: reset_goal
39.1122,manual,INITIATION COMPLETE
39.1122,PROCEDURAL,RULE FIRED: reset_goal
39.1122,g,MODIFIED
39.1122,PROCEDURAL,CONFLICT RESOLUTION
39.1122,PROCEDURAL,RULE SELECTED: encode_letter
39.1622,PROCEDURAL,RULE FIRED: encode_letter
39.1622,g,MODIFIED
39.1622,g2,CLEARED
39.1622,PROCEDURAL,CONFLICT RESOLUTION
39.1622,PROCEDURAL,NO RULE FOUND
39.2122,manual,KEY PRESSED: 1
39.2122,PROCEDURAL,CONFLICT RESOLUTION
39.2122,PROCEDURAL,NO RULE FOUND
39.3622,manual,MOVEMENT FINISHED
39.3622,g2,CREATED A CHUNK: image(img=  )
39.3622,PROCEDURAL,CONFLICT RESOLUTION
39.3622,PROCEDURAL,RULE SELECTED: ignore_non_A
39.4122,PROCEDURAL,RULE FIRED: ignore_non_A
39.4122,g,MODIFIED
39.4122,PROCEDURAL,CONFLICT RESOLUTION
39.4122,PROCEDURAL,RULE SELECTED: reset_goal
39.4622,PROCEDURAL,RULE FIRED: reset_goal
39.4622,g,MODIFIED
39.4622,PROCEDURAL,CONFLICT RESOLUTION
39.4622,PROCEDURAL,RULE SELECTED: encode_letter
39.5122,PROCEDURAL,RULE FIRED: encode_letter
39.5122,g,MODIFIED
39.5122,g2,CLEARED
39.5122,PROCEDURAL,CONFLICT RESOLUTION
39.5122,PROCEDURAL,NO RULE FOUND
39.7122,g2,CREATED A CHUNK: image(img=  )
39.7122,PROCEDURAL,CONFLICT RESOLUTION
39.7122,PROCEDURAL,RULE SELECTED: ignore_non_A
39.7622,PROCEDURAL,RULE FIRED: ignore_non_A
39.7622,g,MODIFIED
39.7622,PROCEDURAL,CONFLICT RESOLUTION
39.7622,PROCEDURAL,RULE SELECTED: reset_goal
39.8122,PROCEDURAL,RULE FIRED: reset_goal
39.8122,g,MODIFIED
39.8122,PROCEDURAL,CONFLICT RESOLUTION
39.8122,PROCEDURAL,RULE SELECTED: encode_letter
39.8622,PROCEDURAL,RULE FIRED: encode_letter
39.8622,g,MODIFIED
39.8622,g2,CLEARED
39.8622,PROCEDURAL,CONFLICT RESOLUTION
39.8622,PROCEDURAL,NO RULE FOUND
40.0,PROCEDURAL,CONFLICT RESOLUTION
40.0,PROCEDURAL,NO RULE FOUND
40.0102,visual,"AUTOMATIC BUFFERING: _visual(cmd= , color= , screen_pos= _visuallocation(color= , screen_x= 320, screen_y= 185, value= ), value= A)"
40.0102,PROCEDURAL,CONFLICT RESOLUTION
40.0102,PROCEDURAL,NO RULE FOUND
40.0622,g2,CREATED A CHUNK: image(img=  )
40.0622,PROCEDURAL,CONFLICT RESOLUTION
40.0622,PROCEDURAL,RULE SELECTED: ignore_non_A
40.1122,PROCEDURAL,RULE FIRED: ignore_non_A
40.1122,g,MODIFIED
40.1122,PROCEDURAL,CONFLICT RESOLUTION
40.1122,PROCEDURAL,RULE SELECTED: reset_goal
40.1622,PROCEDURAL,RULE FIRED: reset_goal
40.1622,g,MODIFIED
40.1622,PROCEDURAL,CONFLICT RESOLUTION
40.1622,PROCEDURAL,RULE SELECTED: encode_letter
40.2122,PROCEDURAL,RULE FIRED: encode_letter
40.2122,g,MODIFIED
40.2122,g2,CLEARED
40.2122,PROCEDURAL,CONFLICT RESOLUTION
40.2122,PROCEDURAL,NO RULE FOUND
40.4122,g2,CREATED A CHUNK: image(img= A)
40.4122,PROCEDURAL,CONFLICT RESOLUTION
40.4122,PROCEDURAL,RULE SELECTED: respond_to_A
40.4622,PROCEDURAL,RULE FIRED: respond_to_A
40.4622,g,MODIFIED
40.4622,manual,COMMAND: press_key
40.4622,manual,PREPARATION COMPLETE
40.4622,PROCEDURAL,CONFLICT RESOLUTION
40.4622,PROCEDURAL,RULE SELECTED: reset_goal
40.5122,manual,INITIATION COMPLETE
40.5122,PROCEDURAL,RULE FIRED: reset_goal
40.5122,g,MODIFIED
40.5122,PROCEDURAL,CONFLICT RESOLUTION
40.5122,PROCEDURAL,RULE SELECTED: encode_letter
40.5622,PROCEDURAL,RULE FIRED: encode_letter
40.5622,g,MODIFIED
40.5622,g2,CLEARED
40.5622,PROCEDURAL,CONFLICT RESOLUTION
40.5622,PROCEDURAL,NO RULE FOUND
40.6122,manual,KEY PRESSED: 1
40.6122,PROCEDURAL,CONFLICT RESOLUTION
40.6122,PROCEDURAL,NO RULE FOUND
40.7622,manual,MOVEMENT FINISHED
40.7622,g2,CREATED A CHUNK: image(img= A)
40.7622,PROCEDURAL,CONFLICT RESOLUTION
40.7622,PROCEDURAL,RULE SELECTED: respond_to_A
40.8122,PROCEDURAL,RULE FIRED: respond_to_A
40.8122,g,MODIFIED
40.8122,manual,COMMAND: press_key
40.8122,manual,PREPARATION COMPLETE
40.8122,PROCEDURAL,CONFLICT RESOLUTION
40.8122,PROCEDURAL,RULE SELECTED: reset_goal
40.8622,manual,INITIATION COMPLETE
40.8622,PROCEDURAL,RULE FIRED: reset_goal
40.8622,g,MODIFIED
40.8622,PROCEDURAL,CONFLICT RESOLUTION
40.8622,PROCEDURAL,RULE SELECTED: encode_letter
40.9122,PROCEDURAL,RULE FIRED: encode_letter
40.9122,g,MODIFIED
40.9122,g2,CLEARED
40.9122,PROCEDURAL,CONFLICT RESOLUTION
40.9122,PROCEDURAL,NO RULE FOUND
40.9622,manual,KEY PRESSED: 1
40.9622,PROCEDURAL,CONFLICT RESOLUTION
40.9622,PROCEDURAL,NO RULE FOUND
41.0,PROCEDURAL,CONFLICT RESOLUTION
41.0,PROCEDURAL,NO RULE FOUND
41.0075,visual,"AUTOMATIC BUFFERING: _visual(cmd= , color= , screen_pos= _visuallocation(color= , screen_x= 320, screen_y= 185, value= ), value=  )"
41.0075,PROCEDURAL,CONFLICT RESOLUTION
41.0075,PROCEDURAL,NO RULE FOUND
41.1122,manual,MOVEMENT FINISHED
41.1122,g2,CREATED A CHUNK: image(img= A)
41.1122,PROCEDURAL,CONFLICT RESOLUTION
41.1122,PROCEDURAL,RULE SELECTED: respond_to_A
41.1622,PROCEDURAL,RULE FIRED: respond_to_A
41.1622,g,MODIFIED
41.1622,manual,COMMAND: press_key
41.1622,manual,PREPARATION COMPLETE
41.1622,PROCEDURAL,CONFLICT RESOLUTION
41.1622,PROCEDURAL,RULE SELECTED: reset_goal
41.2122,manual,INITIATION COMPLETE
41.2122,PROCEDURAL,RULE FIRED: reset_goal
41.2122,g,MODIFIED
41.2122,PROCEDURAL,CONFLICT RESOLUTION
41.2122,PROCEDURAL,RULE SELECTED: encode_letter
41.2622,PROCEDURAL,RULE FIRED: encode_letter
41.2622,g,MODIFIED
41.2622,g2,CLEARED
41.2622,PROCEDURAL,CONFLICT RESOLUTION
41.2622,PROCEDURAL,NO RULE FOUND
41.3122,manual,KEY PRESSED: 1
41.3122,PROCEDURAL,CONFLICT RESOLUTION
41.3122,PROCEDURAL,NO RULE FOUND
41.4622,manual,MOVEMENT FINISHED
41.4622,g2,CREATED A CHUNK: image(img=  )
41.4622,PROCEDURAL,CONFLICT RESOLUTION
41.4622,PROCEDURAL,RULE SELECTED: ignore_non_A
41.5122,PROCEDURAL,RULE FIRED: ignore_non_A
41.5122,g,MODIFIED
41.5122,PROCEDURAL,CONFLICT RESOLUTION
41.5122,PROCEDURAL,RULE SELECTED: reset_goal
41.5622,PROCEDURAL,RULE FIRED: reset_goal
41.5622,g,MODIFIED
41.5622,PROCEDURAL,CONFLICT RESOLUTION
41.5622,PROCEDURAL,RULE SELECTED: encode_letter
41.6122,PROCEDURAL,RULE FIRED: encode_letter
41.6122,g,MODIFIED
41.6122,g2,CLEARED
41.6122,PROCEDURAL,CONFLICT RESOLUTION
41.6122,PROCEDURAL,NO RULE FOUND
41.8122,g2,CREATED A CHUNK: image(img=  )
41.8122,PROCEDURAL,CONFLICT RESOLUTION
41.8122,PROCEDURAL,RULE SELECTED: ignore_non_A
41.8622,PROCEDURAL,RULE FIRED: ignore_non_A
41.8622,g,MODIFIED
41.8622,PROCEDURAL,CONFLICT RESOLUTION
41.8622,PROCEDURAL,RULE SELECTED: reset_goal
41.9122,PROCEDURAL,RULE FIRED: reset_goal
41.9122,g,MODIFIED
41.9122,PROCEDURAL,CONFLICT RESOLUTION
41.9122,PROCEDURAL,RULE SELECTED: encode_letter
41.9622,PROCEDURAL,RULE FIRED: encode_letter
41.9622,g,MODIFIED
41.9622,g2,CLEARED
41.9622,PROCEDURAL,CONFLICT RESOLUTION
41.9622,PROCEDURAL,NO RULE FOUND
42.0,PROCEDURAL,CONFLICT RESOLUTION
42.0,PROCEDURAL,NO RULE FOUND
